mvir,x,y,z,rvir,rockstarid
40657000000000,9.93585,43.1935,32.8029,699.664,12568650816
2196400000000,11.5373,44.1042,32.4704,264.494,12568655613
270970000000,11.6839,43.5131,32.7428,131.67,12568660591
841520000000,10.3353,42.9007,33.0158,192.103,12568650784
328180000000,9.57102,42.528,32.7373,140.351,12568650772
560010000000,9.22612,41.7456,34.3829,167.717,12568650821
770770000000,8.89908,41.9888,33.9947,186.561,12568650823
540440000000,9.4689,42.4663,34.1404,165.741,12568650833
940880000000,9.49899,42.7637,33.6424,199.384,12568650839
14658000000000,9.50289,42.7845,33.6108,497.973,12568650838
373340000000,8.95155,42.3297,35.05,146.515,12568650828
219790000000,9.34811,42.6702,34.6552,122.795,12568650835
136990000000,10.4834,41.7479,34.7006,104.893,12568664396
1040200000000,13.1754,42.6729,35.1297,206.169,12568657188
156560000000,13.1566,39.7231,34.5181,109.667,12568664339
102370000000,12.3579,40.6766,35.7916,95.185,12568667158
102370000000,14.7116,42.8377,35.3636,95.185,12568657932
103870000000,12.5678,41.3992,35.5813,95.649,12568661920
164090000000,14.4976,39.9441,38.9905,111.397,12568662965
823460000000,12.8127,40.2483,38.4936,190.719,12568657054
150540000000,12.8166,40.1888,38.413,108.242,12568657053
152050000000,11.989,40.5317,37.6283,108.602,12568665000
1708600000000,9.79629,39.8001,37.5406,243.255,12568656179
254410000000,11.505,40.6404,37.5294,128.932,12568661229
353770000000,11.491,42.1553,35.6379,143.909,12568660020
158070000000,9.98877,41.2142,35.5767,110.017,12568654443
401940000000,10.0859,40.105,36.6156,150.165,12568659006
418500000000,10.1226,40.855,36.425,152.199,12568659586
138500000000,9.91557,39.8307,36.6967,105.275,12568659005
117420000000,9.70701,41.001,35.2329,99.639,12568654442
3900500000000,9.65916,41.2015,35.7912,320.297,12568654447
290540000000,8.08704,41.7943,35.4901,134.767,12568660524
553990000000,8.66588,42.2567,35.3577,167.114,12568650830
338720000000,7.95466,42.7321,37.0697,141.838,12568660121
108390000000,8.1985,39.1155,37.2925,97.016,12568667160
171620000000,6.37945,40.2805,35.7749,113.075,12568662242
423020000000,7.34861,40.8704,35.6365,152.745,12568659312
391410000000,7.67313,42.6854,38.102,148.841,12568659689
155060000000,4.89215,39.8909,35.9548,109.314,12568654310
1898300000000,4.09386,39.2926,35.6008,251.943,12568654303
189680000000,4.1267,39.4642,35.5608,116.911,12568654304
132480000000,4.45436,39.4073,35.9823,103.727,12568654309
611200000000,4.54256,39.259,36.0411,172.679,12568654308
1606300000000,4.66706,39.1085,35.9215,238.297,12568654307
130970000000,1.66733,43.5663,37.4337,103.333,12568665709
602160000000,0.77069,46.1711,37.8476,171.824,12568658231
115920000000,6.11193,43.1809,35.3043,99.211,12568666592
261940000000,6.5421,45.287,35.0368,130.191,12568661813
162580000000,7.80135,46.3932,33.542,111.055,12568664175
114410000000,1.8245,39.2168,31.9496,98.78,12568667350
335710000000,3.13145,40.0999,32.2209,141.416,12568660185
141510000000,7.81088,41.0649,35.0788,106.033,12568658319
252910000000,7.53533,40.8307,35.0728,128.677,12568658318
201720000000,0.63009,38.98,31.5931,119.334,12568661485
230330000000,3.82172,36.8554,32.7825,124.727,12568661389
394420000000,3.66848,35.8298,33.0663,149.221,12568659793
114410000000,1.87771,37.0633,34.6449,98.78,12568666504
149040000000,1.09773,38.4396,33.9388,107.88,12568664771
155060000000,1.50719,38.5442,34.0728,109.314,12568656926
844540000000,1.87565,38.6864,33.9433,192.332,12568656928
153550000000,0.52151,38.0888,33.7356,108.959,12568661042
171620000000,1.34299,38.3808,34.393,113.075,12568662158
280010000000,2.29459,38.7781,34.3732,133.117,12568659708
132480000000,1.4721,38.1496,35.88,103.727,12568665564
115920000000,0.78961,38.1945,36.2044,99.211,12568665836
121940000000,1.68853,37.7766,37.4555,100.9,12568666122
179140000000,2.26709,38.4645,37.5457,114.704,12568663252
138500000000,3.07025,36.2166,38.8826,105.275,12568664340
334200000000,4.08696,38.289,35.8436,141.204,12568660622
361300000000,3.97735,38.9532,36.932,144.922,12568659771
1920900000000,4.94223,39.0383,37.9788,252.938,12568655844
329680000000,6.42971,37.8786,37.7586,140.565,12568659939
2613400000000,7.55107,38.0397,37.994,280.273,12568655494
389900000000,7.43338,36.753,38.6055,148.65,12568660219
469690000000,6.86116,36.1004,38.8884,158.167,12568658966
270970000000,6.01212,34.4679,37.3368,131.67,12568660995
149040000000,6.03515,34.8206,37.7204,107.88,12568665061
322160000000,5.7493,33.187,35.8564,139.488,12568660644
433560000000,5.88139,34.0725,36.4,154.003,12568659956
130970000000,4.57138,33.8972,35.8183,103.333,12568665451
130970000000,0.46373,31.8266,38.8195,103.333,12568664497
123440000000,1.96728,34.5191,32.7732,101.314,12568665191
102370000000,2.73383,34.8286,32.8916,95.185,12568667351
149040000000,4.37088,35.1321,32.6388,107.88,12568664397
164090000000,4.12157,34.0078,33.0368,111.397,12568662966
126450000000,4.4116,33.2118,33.6063,102.131,12568664230
618720000000,4.45805,34.2385,33.9339,173.385,12568658632
124950000000,4.88325,32.1426,33.8477,101.724,12568664231
105380000000,9.74326,31.8812,32.8537,96.109,12568667088
582590000000,9.36658,33.9596,31.3055,169.942,12568658802
115920000000,12.4356,38.4013,31.2903,99.211,12568666808
269470000000,13.4363,35.6471,38.8594,131.426,12568661484
222800000000,14.2635,33.7474,35.2873,123.353,12568662558
231830000000,12.2445,34.7442,38.0213,124.998,12568662015
249900000000,14.364,34.152,34.1731,128.164,12568660739
317640000000,16.4027,33.4285,35.2379,138.833,12568660817
156560000000,15.7803,44.3462,32.684,109.667,12568664998
266460000000,16.994,45.4001,31.6865,130.935,12568661053
103870000000,16.6347,44.7068,33.6866,95.649,12568667868
153550000000,16.7083,44.2679,33.3565,108.959,12568664941
112910000000,16.0648,44.1551,34.2357,98.345,12568666042
112910000000,16.4054,43.5862,34.6887,98.345,12568665321
182150000000,16.6975,43.7622,34.3878,115.343,12568662549
1392500000000,17.7579,44.3189,34.4647,227.219,12568656694
739160000000,18.0481,44.7462,34.1798,183.975,12568657919
264950000000,18.0923,44.835,34.1572,130.688,12568657920
158070000000,18.7269,45.0363,32.9407,110.017,12568659003
243880000000,17.9911,45.106,31.3952,127.126,12568658573
109890000000,18.0557,45.0483,31.7948,97.463,12568665911
480230000000,18.8548,45.8568,31.3151,159.341,12568658399
121940000000,18.9777,45.829,31.7189,100.9,12568658400
377860000000,18.8392,44.9054,32.8729,147.103,12568659004
212260000000,19.8299,46.409,31.3191,121.377,12568662818
286030000000,20.4133,46.0155,31.6408,134.065,12568661388
1105000000000,19.7416,45.2778,34.1754,210.36,12568654795
296570000000,19.7943,45.2165,34.0957,135.692,12568654793
3757500000000,19.7502,45.1365,34.1945,316.334,12568654794
209250000000,19.8684,41.8587,37.6542,120.801,12568663096
332700000000,20.4081,45.5588,36.7339,140.992,12568660544
359790000000,23.0231,44.9278,38.8232,144.72,12568660135
921310000000,19.1963,45.8754,38.475,197.992,12568657488
100860000000,19.2119,46.7249,35.3695,94.716,12568665560
415490000000,17.8506,43.9269,35.2828,151.833,12568659573
1239000000000,17.0615,43.0863,37.4584,218.54,12568656968
179140000000,17.1303,43.0389,37.4368,114.704,12568656969
161080000000,16.2583,41.1098,38.8861,110.711,12568663069
221300000000,17.0745,42.6556,38.083,123.075,12568661483
155060000000,15.8682,40.8397,42.7118,109.314,12568663890
186670000000,17.3914,43.7671,39.6836,116.289,12568661931
302590000000,18.4329,45.0885,40.975,136.604,12568653471
570550000000,17.6888,44.037,39.9008,168.763,12568658512
185170000000,18.0276,44.3717,42.3782,115.975,12568663189
143010000000,19.335,46.3481,41.8491,106.407,12568664109
6991100000000,18.5686,45.1196,41.7692,389.07,12568653478
109890000000,15.6922,39.3614,45.7141,97.463,12568662504
106880000000,15.7827,39.5523,45.5924,96.564,12568662505
669910000000,22.3382,45.3097,39.3276,178.04,12568658500
111400000000,23.0352,37.4247,40.3202,97.906,12568665594
177640000000,16.4252,33.6932,39.8307,114.382,12568663297
197210000000,15.8693,34.898,40.9206,118.437,12568662770
189680000000,15.891,34.3877,40.7308,116.911,12568662883
555500000000,16.6315,33.0663,41.0581,167.265,12568658834
112910000000,17.6562,32.8282,41.9435,98.345,12568665601
233340000000,18.6944,32.9014,41.6054,125.268,12568661719
185170000000,15.8554,35.8639,40.8619,115.975,12568662882
136990000000,17.4786,38.1012,42.2196,104.893,12568665031
146020000000,25.1634,38.0656,43.8936,107.149,12568664474
206240000000,27.1751,36.4488,45.602,120.218,12568657681
787330000000,27.1944,36.4986,45.752,187.888,12568657682
130970000000,26.547,35.3356,43.0165,103.333,12568665654
389900000000,24.7454,31.587,45.5848,148.65,12568659989
158070000000,24.3745,31.2693,43.4045,110.017,12568663620
233340000000,25.7877,33.92,43.3427,125.268,12568661457
126450000000,30.1966,36.4068,42.7012,102.131,12568666083
141510000000,30.403,37.7148,42.1281,106.033,12568664422
549470000000,30.3077,38.5744,41.3007,166.659,12568658919
198710000000,28.9014,38.9366,41.2141,118.738,12568662644
127960000000,28.454,37.5978,42.5534,102.535,12568664108
102370000000,28.9281,38.6698,42.9111,95.185,12568666945
427540000000,27.6566,37.4593,42.8324,153.286,12568655272
2709700000000,27.6809,37.3748,42.6665,283.675,12568655271
117420000000,27.7082,37.3008,42.6268,99.639,12568655270
126450000000,29.2618,32.2549,41.7135,102.131,12568665435
152050000000,28.6286,31.7557,42.1701,108.602,12568660500
111400000000,28.7042,33.0868,42.2622,97.906,12568666022
267960000000,30.9665,31.6521,42.2694,131.181,12568661098
188180000000,29.6115,34.5267,39.1857,116.601,12568661203
106880000000,26.5553,32.2751,42.5655,96.564,12568666395
112910000000,26.4244,34.3532,42.8826,98.345,12568653083
10451000000000,26.2546,34.463,42.7382,444.862,12568653084
135490000000,26.3441,34.9962,42.642,104.507,12568653091
2410200000000,24.8319,33.6684,42.3876,272.811,12568654767
1254000000000,25.1051,33.6119,42.4905,219.421,12568654765
448610000000,23.7746,33.3447,42.3827,155.765,12568658172
231830000000,24.1249,33.3192,42.312,124.998,12568658173
824960000000,23.588,36.1702,40.7946,190.835,12568657695
115920000000,24.0985,35.6084,41.7103,99.211,12568666545
204740000000,24.6236,35.2964,41.666,119.925,12568662152
782810000000,26.7728,38.1136,42.3879,187.528,12568657518
660870000000,24.8064,44.0964,40.0351,177.236,12568658494
105380000000,24.1597,45.7988,39.2212,96.109,12568667925
161080000000,25.862,45.5945,43.6907,110.711,12568662848
283020000000,30.8684,44.4223,46.6795,133.593,12568661169
109890000000,29.0324,40.7668,41.1968,97.463,12568666764
286030000000,30.373,46.1191,35.0559,134.065,12568661835
841520000000,30.8971,45.627,33.0465,192.103,12568657469
173120000000,36.3002,32.1348,32.1058,113.404,12568656172
1660500000000,36.3021,32.1184,32.0033,240.948,12568656171
785820000000,38.3789,32.0993,31.8523,187.768,12568654375
3033400000000,38.9035,32.4677,31.3628,294.548,12568654380
183660000000,38.9357,32.4086,31.4482,115.66,12568654381
174630000000,37.3738,32.093,32.7732,113.732,12568663477
146020000000,37.8873,31.7719,32.2983,107.149,12568659201
105380000000,36.4305,31.5558,34.1142,96.109,12568663979
543450000000,36.4774,31.5996,33.5036,166.048,12568658529
132480000000,36.9556,31.3883,33.9159,103.727,12568665249
153550000000,33.3505,37.0372,39.0594,108.959,12568665255
174630000000,38.0768,33.4942,37.9554,113.732,12568663552
121940000000,32.216,34.3318,42.898,100.9,12568665798
121940000000,32.1368,32.342,42.7621,100.9,12568667307
146020000000,32.8019,32.2569,44.5549,107.149,12568662981
200220000000,32.5262,31.4891,44.9841,119.037,12568662651
174630000000,31.7097,33.9261,43.8517,113.732,12568664519
133980000000,32.1014,33.5802,43.3476,104.118,12568662195
121940000000,32.4937,34.8747,43.0556,100.9,12568665163
368830000000,34.0074,34.3065,43.5273,145.922,12568660196
165600000000,34.4894,34.5168,43.3817,111.736,12568664251
561520000000,36.2183,34.1117,44.943,167.868,12568657999
138500000000,36.2856,34.2636,44.6512,105.275,12568657998
183660000000,36.4112,34.562,42.806,115.66,12568663144
1520500000000,37.9032,34.2043,39.903,233.976,12568656416
1142600000000,38.6887,36.3238,42.5393,212.721,12568654108
4460500000000,38.6909,36.3043,42.4891,334.946,12568654107
564530000000,38.9758,36.742,42.8685,168.167,12568654114
103870000000,36.2688,36.0268,44.4379,95.649,12568653612
219790000000,36.2935,35.7603,44.6296,122.795,12568653609
132480000000,36.4224,35.5671,44.7448,103.727,12568653611
100860000000,36.4275,35.9278,44.6013,94.716,12568653613
970990000000,36.4585,36.0233,44.0983,201.489,12568653607
126450000000,36.5057,36.3924,44.2525,102.131,12568653619
1461800000000,36.6516,36.4186,44.2087,230.925,12568653620
379360000000,36.7934,36.5157,44.0585,147.298,12568653618
141510000000,36.8784,36.5024,44.2062,106.033,12568653622
3083100000000,36.9496,36.4908,44.3202,296.147,12568653624
301080000000,37.065,36.4759,44.3775,136.377,12568653625
370330000000,37.0774,36.4232,44.3068,146.12,12568653626
760230000000,35.8578,35.7112,45,185.707,12568657802
105380000000,36.4424,36.3776,46.5475,96.109,12568667186
1400000000000,37.5192,36.5511,43.6333,227.628,12568655918
173120000000,37.599,36.6807,43.7501,113.404,12568655920
931850000000,36.194,38.0121,45.0183,198.744,12568657560
305600000000,33.2144,35.2524,43.0757,137.055,12568661118
130970000000,31.4223,37.7043,42.01,103.333,12568664891
162580000000,32.4448,36.5071,42.6092,111.055,12568663964
176130000000,34.036,37.6018,41.159,114.058,12568664061
109890000000,31.5229,38.9702,40.7215,97.463,12568663054
264950000000,34.9479,39.9527,44.4902,130.688,12568660864
103870000000,31.3591,46.2972,44.1083,95.649,12568665430
132480000000,33.4749,44.9207,45.8254,103.727,12568663850
124950000000,38.6905,43.1711,44.9164,101.724,12568665732
149040000000,36.0015,39.8563,46.47,107.88,12568660847
186670000000,35.5165,42.6167,32.5302,116.289,12568663201
143010000000,34.7842,39.6929,35.8514,106.407,12568664432
225810000000,33.6127,39.7458,36.7552,123.907,12568662452
552490000000,32.7094,41.0923,37.2626,166.963,12568658502
144520000000,34.5254,43.0668,32.7218,106.779,12568663901
112910000000,36.4762,46.2479,33.398,98.345,12568665173
273980000000,37.8551,46.6938,33.395,132.156,12568661398
197210000000,40.7997,46.5145,38.0861,118.437,12568662359
228820000000,41.4547,44.5975,38.1767,124.455,12568662010
347750000000,41.2582,45.7006,38.3539,143.087,12568660585
1005600000000,41.1243,43.9861,36.9141,203.856,12568657050
200220000000,41.1108,43.928,36.9444,119.037,12568657049
146020000000,40.5278,44.3135,35.4133,107.149,12568663199
129470000000,43.919,39.3742,36.7195,102.935,12568666340
115920000000,43.4579,42.8701,33.8853,99.211,12568665607
189680000000,42.2916,39.0706,32.0636,116.911,12568663352
102370000000,39.1895,41.6401,37.0532,95.185,12568665175
719590000000,42.9129,41.6272,39.2972,182.336,12568658054
269470000000,42.4103,40.9578,41.372,131.426,12568661715
218280000000,41.3666,42.4138,43.8488,122.514,12568662192
129470000000,41.7701,42.3963,43.6951,102.935,12568660728
183660000000,41.8664,42.4572,43.8802,115.66,12568660729
683460000000,42.5084,42.5815,44.97,179.232,12568658141
133980000000,40.5524,44.7554,45.7888,104.118,12568662738
239360000000,40.6452,45.9485,46.0311,126.337,12568657480
350760000000,40.9401,45.3528,46.1035,143.499,12568657477
165600000000,41.0504,45.2039,46.2111,111.736,12568657478
251400000000,42.374,45.5353,46.8555,128.421,12568659166
188180000000,41.819,43.0005,43.2128,116.601,12568663886
626250000000,46.8067,46.2385,41.3226,174.085,12568658396
115920000000,45.0583,41.3495,44.4051,99.211,12568657755
716580000000,45.1049,41.2428,43.9559,182.082,12568657754
100860000000,45.3673,41.768,44.0284,94.716,12568667590
1770400000000,43.8851,42.6909,46.3944,246.15,12568653979
830990000000,43.0185,42.1852,45.2195,191.298,12568653971
143010000000,43.3469,42.247,45.7504,106.407,12568653972
124950000000,43.5301,42.2364,45.3267,101.724,12568653975
103870000000,43.6259,42.3922,45.6367,95.649,12568653977
2167800000000,43.7192,42.2512,45.6296,263.341,12568653978
185170000000,46.8245,40.8326,43.8754,115.975,12568664007
185170000000,46.1516,39.6248,41.9962,115.975,12568657857
727110000000,46.1087,39.6599,41.861,182.97,12568657856
700020000000,46.6318,40.5249,41.5157,180.668,12568658075
313130000000,45.6623,40.2918,42.8721,138.171,12568661113
552490000000,43.0556,39.4583,42.1458,166.963,12568656003
1845600000000,43.0666,39.4682,42.0913,249.59,12568656002
2229500000000,44.9039,39.2102,40.5273,265.817,12568655522
690980000000,43.5651,39.6767,39.9119,179.888,12568655459
118930000000,43.8124,39.4864,39.7905,100.063,12568655458
1836600000000,43.9309,39.481,39.6714,249.182,12568655457
448610000000,45.7018,37.1506,40.4286,155.765,12568655888
2091000000000,45.8216,37.161,40.4904,260.194,12568655889
767760000000,46.3114,36.6595,40.2554,186.318,12568658242
108390000000,44.3054,36.4838,39.8682,97.016,12568654005
5470700000000,44.4218,36.5235,39.7079,358.53,12568654007
609690000000,43.0954,38.7715,42.1516,172.537,12568658771
569040000000,45.1693,37.8095,41.2675,168.614,12568658587
2100000000000,45.8394,38.3418,41.2113,260.569,12568655819
143010000000,45.0682,38.2343,43.5201,106.407,12568665023
112910000000,45.3365,35.2115,45.8646,98.345,12568660107
260440000000,44.3176,38.2488,45.7014,129.941,12568661328
1680000000000,41.1271,38.4711,43.3901,241.89,12568656079
197210000000,41.774,38.8912,43.4381,118.437,12568661329
380870000000,41.8468,37.9474,44.0504,147.493,12568660580
218280000000,42.3391,37.8768,44.5339,122.514,12568662498
124950000000,39.2074,37.0941,43.3096,101.724,12568663959
102370000000,40.0009,36.0723,44.0353,95.185,12568665215
248390000000,41.2045,36.8274,44.3516,127.906,12568661875
155060000000,42.5923,35.9721,39.9158,109.314,12568664783
146020000000,40.0952,38.1092,41.2501,107.149,12568664187
112910000000,39.6619,35.6176,40.8866,98.345,12568665733
314630000000,39.9246,36.2369,41.1252,138.393,12568660437
171620000000,40.7123,34.6405,44.3517,113.075,12568664047
404960000000,40.5752,32.7412,45.7954,150.539,12568659862
225810000000,45.0602,35.0474,45.8776,123.907,12568660106
138500000000,43.104,34.5396,40.4551,105.275,12568665588
779800000000,39.4177,32.9897,36.4614,187.287,12568658011
255920000000,39.4304,33.005,36.5918,129.185,12568658010
236350000000,39.9786,34.7774,36.2257,125.805,12568662226
143010000000,40.3706,33.5786,37.6122,106.407,12568664929
100860000000,41.0151,34.5335,38.238,94.716,12568667221
970990000000,42.6035,35.7133,38.7825,201.489,12568657128
231830000000,42.6552,35.69,38.9082,124.998,12568657129
329680000000,41.457,37.4673,35.8082,140.565,12568660795
286030000000,40.9394,37.9054,36.7397,134.065,12568660316
322160000000,44.4652,38.087,38.2906,139.488,12568660602
121940000000,44.3849,37.7582,37.753,100.9,12568655198
499800000000,44.4962,37.8537,37.7579,161.477,12568655199
2810600000000,44.5309,37.8284,37.8002,287.152,12568655200
115920000000,43.0979,39.0503,35.0143,99.211,12568666638
543450000000,44.7331,36.3518,33.4883,166.048,12568658687
308610000000,43.5907,36.9983,33.4861,137.504,12568659527
155060000000,42.2456,37.4796,32.287,109.314,12568661864
185170000000,42.6573,36.2443,31.796,115.975,12568655760
1829100000000,42.8329,36.1996,32.0264,248.841,12568655761
2297300000000,42.4737,36.579,32.9851,268.482,12568655348
370330000000,42.5745,35.8607,31.421,146.12,12568660079
1437700000000,48.0221,35.8556,36.9549,229.649,12568656338
356780000000,49.8898,35.3415,38.7249,144.316,12568659260
489260000000,50.2661,36.2261,35.757,160.334,12568659277
222800000000,52.955,32.8744,38.6457,123.353,12568662042
292050000000,52.9818,33.4026,38.5403,134.999,12568660227
290540000000,50.8812,36.1114,36.5146,134.767,12568661077
111400000000,57.7889,37.9251,31.5835,97.906,12568667048
543450000000,56.4126,38.9346,33.9994,166.048,12568655748
1672500000000,56.31,38.87,34.2388,241.529,12568655752
1649900000000,55.7999,38.1237,35.9638,240.437,12568654242
130970000000,55.8264,38.622,35.3869,103.333,12568663420
165600000000,55.4051,38.9579,35.8061,111.736,12568664019
216780000000,55.4901,37.2292,35.9724,122.232,12568654237
263450000000,55.5516,37.4145,36.0213,130.44,12568654239
4401800000000,55.7803,38.0607,36.0322,333.47,12568654243
203230000000,55.7231,38.0946,36.6925,119.631,12568661951
566030000000,55.7492,38.1534,36.1438,168.316,12568654244
891200000000,55.6517,38.3439,37.7988,195.811,12568657319
301080000000,56.3021,35.468,36.1335,136.377,12568660209
206240000000,56.0264,36.2555,35.9301,120.218,12568661574
270970000000,59.2123,34.6536,36.5772,131.67,12568661980
251400000000,60.4946,31.8616,36.9974,128.421,12568661644
806900000000,55.9902,33.0793,42.8977,189.432,12568657649
246890000000,56.0094,33.1182,42.8796,127.647,12568657650
159570000000,57.9596,31.2757,40.3275,110.365,12568664050
192690000000,58.727,34.2503,43.9286,117.526,12568663233
451620000000,59.259,34.5536,43.7916,156.113,12568659524
176130000000,56.7595,33.2049,43.1527,114.058,12568663345
144520000000,62.1562,36.1126,39.8154,106.779,12568664740
2387600000000,47.7098,37.1408,41.1688,271.956,12568655308
6762300000000,48.9023,37.1245,41.9799,384.778,12568653487
293550000000,50.061,37.9489,42.7838,135.231,12568661066
519370000000,49.2993,37.2716,42.3419,163.557,12568653489
904750000000,48.6869,36.0791,39.8852,196.799,12568657679
2807600000000,49.3949,35.7046,39.1393,287.05,12568654923
549470000000,49.4561,35.8159,39.445,166.659,12568654922
143010000000,47.4052,33.1908,40.9885,106.407,12568664785
236350000000,53.3683,34.8129,43.3824,125.805,12568662120
162580000000,50.4772,34.576,43.3046,111.055,12568663958
141510000000,49.3086,34.743,43.0714,106.033,12568664595
102370000000,50.2807,38.0489,43.7023,95.185,12568665864
693990000000,51.3356,38.9443,44.1579,180.149,12568656213
136990000000,54.4208,35.8195,46.056,104.893,12568664831
439580000000,54.1296,40.8374,46.4865,154.712,12568659480
135490000000,53.7316,39.8936,44.6535,104.507,12568664001
289040000000,51.2494,39.1496,44.1412,134.534,12568656214
124950000000,52.2159,39.6913,45.287,101.724,12568654245
4850400000000,52.2558,39.672,45.1458,344.434,12568654248
114410000000,52.5131,39.565,45.1626,98.78,12568654249
106880000000,52.2965,40.1665,45.2676,96.564,12568654246
156560000000,53.7386,46.3112,42.2685,109.667,12568664042
278500000000,53.3876,46.4394,39.8953,132.878,12568660104
9116800000000,54.5373,45.5734,40.3779,425.069,12568653259
114410000000,49.1782,44.1263,42.2821,98.78,12568667104
130970000000,48.0688,44.7671,42.2288,103.333,12568657368
763240000000,48.1663,44.3796,42.2852,185.952,12568657366
179140000000,47.6744,45.1666,42.197,114.704,12568662279
162580000000,47.4017,39.9807,41.5755,111.055,12568664300
121940000000,52.2686,39.8133,42.2559,100.9,12568665211
240870000000,57.8559,42.0907,39.5732,126.601,12568660250
245380000000,58.37,41.5751,39.4008,127.387,12568653967
5701000000000,58.4629,41.7463,39.5982,363.493,12568653968
242370000000,61.9947,39.4051,40.2801,126.864,12568661820
103870000000,58.9217,41.2328,40.1928,95.649,12568665020
132480000000,58.6708,41.7459,39.6288,103.727,12568653966
177640000000,60.0512,41.6021,41.7504,114.382,12568664000
460660000000,60.7856,41.1255,41.1752,157.146,12568659636
103870000000,60.7813,41.9929,42.5992,95.649,12568666832
1783900000000,62.2513,40.9434,42.9144,246.776,12568656109
301080000000,61.1486,41.9582,45.8989,136.377,12568661297
773780000000,62.3498,41.2355,44.2053,186.804,12568657645
293550000000,58.8657,44.8878,46.6077,135.231,12568661064
188180000000,55.4022,45.9325,41.4245,116.601,12568662971
171620000000,55.7509,44.2149,40.1929,113.075,12568658610
126450000000,56.1224,44.4217,40.1327,102.131,12568658612
207750000000,55.9655,44.3088,39.9749,120.51,12568658611
138500000000,55.5682,44.2915,39.4656,105.275,12568664184
201720000000,59.3304,40.4284,38.1365,119.334,12568662539
209250000000,58.4258,41.1528,35.1769,120.801,12568661933
1458700000000,58.2106,41.261,36.9414,230.766,12568656515
115920000000,57.2765,41.3082,38.8526,99.211,12568664844
153550000000,57.533,39.9332,35.718,108.959,12568663247
289040000000,55.5642,40.3653,32.535,134.534,12568660346
386890000000,58.8657,40.9493,33.9598,148.266,12568659270
340220000000,59.5222,40.7345,31.9641,142.047,12568658515
164090000000,58.9298,40.4595,32.8231,111.397,12568662726
126450000000,59.599,40.5557,32.24,102.131,12568658517
298070000000,61.2665,40.7367,31.4689,135.921,12568660810
1166700000000,60.0993,43.2503,34.6579,214.206,12568656826
204740000000,62.4681,46.873,34.6595,119.925,12568663162
415490000000,52.5033,40.2412,34.4412,151.833,12568659583
582590000000,52.9128,39.8718,35.2315,169.942,12568659021
787330000000,48.0476,46.2501,35.6658,187.888,12568658159
377860000000,49.1882,43.0333,34.2002,147.103,12568660093
117420000000,47.4493,48.4375,38.1726,99.639,12568667220
198710000000,48.7518,49.6259,38.7794,118.738,12568663668
237850000000,47.7535,53.6675,38.063,126.071,12568662853
210760000000,50.1793,53.8021,35.9859,121.09,12568663118
197210000000,50.4137,52.8523,36.9183,118.437,12568661740
206240000000,50.2854,51.5373,36.4854,120.218,12568662090
108390000000,50.3944,51.8421,36.6132,97.016,12568665813
1354900000000,49.7573,54.5633,32.7567,225.153,12568656537
1669500000000,50.4186,53.6413,31.2854,241.384,12568656090
103870000000,51.3807,53.9356,31.4901,95.649,12568666783
201720000000,51.2409,51.9288,37.0857,119.334,12568663270
575070000000,55.1978,50.5761,32.7348,169.207,12568655569
2369500000000,55.256,50.5972,32.7125,271.268,12568655568
400440000000,55.1046,50.7328,33.9216,149.977,12568658195
352270000000,56.6573,49.4107,36.8124,143.704,12568660532
141510000000,56.4579,48.8894,37.5996,106.033,12568664615
129470000000,55.92,53.0575,36.8512,102.935,12568665605
170110000000,62.3518,53.9359,33.3835,112.743,12568663246
105380000000,61.3927,54.5893,33.7288,96.109,12568667844
133980000000,58.4563,52.2625,31.313,104.118,12568664323
146020000000,54.8866,50.907,34.1754,107.149,12568658197
239360000000,55.933,57.9018,34.0299,126.337,12568661887
802380000000,56.2145,56.935,33.9061,189.077,12568658040
132480000000,58.237,57.3519,33.2236,103.727,12568665043
594640000000,59.0373,55.6721,34.9075,171.105,12568658840
114410000000,59.3822,56.7714,33.0075,98.78,12568667315
386890000000,55.9156,59.8929,33.5067,148.266,12568659867
1067300000000,47.4126,55.6604,37.6956,207.944,12568657336
668400000000,48.1368,55.7774,37.5651,177.906,12568658322
239360000000,48.1469,56.2967,38.6001,126.337,12568662130
108390000000,47.5041,56.9812,36.8418,97.016,12568653313
133980000000,47.7671,56.8396,36.6406,104.118,12568653310
105380000000,47.3514,56.3113,36.3954,96.109,12568653302
8833700000000,47.6847,56.2605,36.6549,420.624,12568653311
462160000000,47.8185,56.2505,36.4432,157.317,12568653303
2916000000000,47.8485,56.2267,36.6174,290.697,12568653312
115920000000,48.1138,56.0802,36.6086,99.211,12568653308
155060000000,49.1971,54.9494,35.4264,109.314,12568663855
283020000000,49.0731,54.8244,36.9662,133.593,12568660707
340220000000,49.2663,55.2874,34.2895,142.047,12568660910
269470000000,47.5313,54.7656,32.0888,131.426,12568661307
182150000000,53.8462,61.398,37.276,115.343,12568663510
797870000000,47.1401,61.0797,46.8055,188.722,12568657911
432050000000,49.5177,58.0668,42.5878,153.824,12568659878
534420000000,58.4576,51.6994,42.999,165.123,12568658979
409470000000,58.615,52.4984,43.5267,151.096,12568659745
185170000000,58.8861,52.9539,44.0627,115.975,12568663231
665390000000,61.1291,52.2392,42.6334,177.639,12568658735
106880000000,56.5851,47.4121,41.9871,96.564,12568667801
1214900000000,59.4614,47.9403,45.0119,217.114,12568657068
243880000000,58.4975,47.2039,43.8946,127.126,12568661535
143010000000,53.585,47.2368,45.5916,106.407,12568665467
